Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2020,202001,January 2020,4,0,2,Exports,826,United Kingdom,,392,Japan,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,912,,10868,,,0
HS,2020,202001,January 2020,4,0,2,Exports,826,United Kingdom,,233,Estonia,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,12,,56,,,0
HS,2020,202001,January 2020,4,0,2,Exports,826,United Kingdom,,887,Yemen,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,48000,,145488,,,0
HS,2020,202001,January 2020,4,0,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,1756428,,2690501,,,0
HS,2020,202001,January 2020,4,0,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,27,,75,,,0
HS,2020,202001,January 2020,4,0,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,195823,,587945,,,0
HS,2020,202001,January 2020,4,0,2,Exports,826,United Kingdom,,288,Ghana,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,104000,,372693,,,0
HS,2020,202001,January 2020,4,0,2,Exports,826,United Kingdom,,376,Israel,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,500,,6930,,,0
HS,2020,202001,January 2020,4,0,2,Exports,826,United Kingdom,,704,Viet Nam,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,12877,,176078,,,0
HS,2020,202001,January 2020,4,0,2,Exports,826,United Kingdom,,804,Ukraine,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,452,,1678,,,0
HS,2020,202001,January 2020,4,0,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,4332,,17596,,,0
HS,2020,202001,January 2020,4,0,2,Exports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,3026,,3272,,,0
HS,2020,202001,January 2020,4,0,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,117295,,416872,,,0
HS,2020,202001,January 2020,4,0,2,Exports,826,United Kingdom,,400,Jordan,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,100000,,265024,,,0
HS,2020,202001,January 2020,4,0,2,Exports,826,United Kingdom,,768,Togo,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,26000,,107061,,,0
HS,2020,202001,January 2020,4,0,2,Exports,826,United Kingdom,,512,Oman,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,852,,6149,,,0
